first_name_left,last_name_left,country_left,first_name_right,last_name_right,country_right,label
Noémie,Laurent,France,Noémie,Luarent,France,1
Emma,Dubois,France,Óscar,Martínez,Spain,0
Luis,López,Mexico,Luis,Lpez,Mexico,1
Alessandro,Ferrari,Italy,Lusa,Pereira,Brazil,0
Chloé,Garcia,France,Chlo,Garcia,France,1
Óscar,Hernández,Mexico,aVleria,López,Mexico,0
Louis,Garcia,France,Camille,Rneé,France,0
Andrés,Torres,Mexico,Andrés,Torres,Mexico,1
René,Dubois,France,René,Dubois,France,1
Francesco,Marino,Italy,Francesco,Marino,Italy,1
Andrés,Ramírez,Mexico,Andrés,Ramírez,Mexico,1
Miguel,Pereira,Portugal,Miguel,Periera,Portugal,1
Sara,Russo,Italy,Giorgi,Bianchi,Italy,0
Giorgia,Ferrari,Italy,Giorgia,Ferrari,Italy,1
Inês,Ferreira,Portugal,Inês,Ferreira,Portugal,1
Rita,Carvalho,Portugal,Rita,Carvalho,Portugal,1
Eléna,Colombo,Italy,Elnéa,Colombo,Italy,1
Tiago,Pereira,Portugal,Tiago,Pereira,Portugal,1
Camila,Silva,Brazil,Camila,Silva,Brazil,1
Chloé,René,France,oJs,Muoz,Spain,0
Sébastien,Durand,France,Chloé,Petit,France,0
Tiago,Silva,Portugal,Tiago,Almeida,Portugal,0
Ana,Pérez,Spain,Giuseppe,Russo,Italy,0
Ana,Rocha,Brazil,Ana,Rocha,Brazil,1
Miguel,Almeida,Portugal,Miguel,Almeida,Portugal,1
Lukas,Hofmann,Switzerland,Sergio,eWiss,Switzerland,0
Pablo,García,Spain,Jess,Daz,Spain,0
Élodie,Lefèvre,France,Léa,Dubois,France,0
Alessandro,Ferrari,Italy,Alessandro,Ferarri,Italy,1
Marco,Greco,Italy,Luac,Rossi,Italy,0
Marco,Ferrari,Italy,Marco,Ferrari,Italy,1
Miguel,Rocha,Brazil,Gonalo,Rodrigues,Portugal,0
Chloé,Garcia,France,Sébastien,René,France,0
René,Pérez,Mexico,Elena,Müller,Switzerland,0
Sergio,Sánchez,Spain,María,Álvarez,Spain,0
Camila,Silva,Brazil,Camila,Silva,Brazil,1
Jonas,Weiß,Germany,Jonas,Weiß,Germany,1
Noémie,Petit,France,Emma,Moreau,France,0
Sara,Ferrari,Italy,María,Gómez,Spain,0
Sergio,Pérez,Spain,María,Muñoz,Spain,0
Rafaela,Lima,Brazil,Rafaela,Lima,Brazil,1
Álvaro,Díaz,Spain,Laura,Gemz,Spain,0
Hannah,Schneider,Germany,Sabine,Wagner,Germany,0
Laura,Gómez,Spain,Laura,Sánchez,Spain,0
Ana,Díaz,Spain,Mara,Martnez,Spain,0
Hervé,Richard,France,Chloé,Garcia,France,0
Ana,Silva,Portugal,Iêns,Carvalho,Portugal,0
Marta,Silva,Portugal,Marta,Silva,Portugal,1
Noémie,Garcia,France,Noémie,Garcia,France,1
Noah,Schneider,Switzerland,Noah,Schneider,Switzerland,1
Elena,Hugentobler,Switzerland,Elena,Hugentobler,Switzerland,1
Chloé,Garcia,France,Tho,Garcia,France,0
Léa,Laurent,France,Léa,Laurent,France,1
Léa,Weiss,Switzerland,Léa,Weiss,Switzerland,1
Rita,Ferreira,Portugal,Inês,Fernandes,Portugal,0
João,Silva,Brazil,Joo,Silva,Brazil,1
Luísa,Gonçalves,Brazil,Joo,Pereira,Brazil,0
Francesca,Bianchi,Italy,Frnacesca,Bianchi,Italy,1
René,Flores,Mexico,Anrdés,Fernánedz,Mexico,0
Léa,Schneider,Switzerland,Léa,Schnieder,Switzerland,1
Lucía,Ramírez,Mexico,Lucía,Ramírez,Mexico,1
Théo,Moreau,France,Théo,Moreau,France,1
Luísa,Fernandes,Brazil,Ana,oRcha,Brazil,0
Jordi,Sánchez,Spain,Jess,Prez,Spain,0
Sofia,Fernandes,Portugal,Inês,Fernandse,Portugal,0
Jesús,Muñoz,Spain,Álvaro,Álvarez,Spain,0
Camille,Lefèvre,France,Camille,Lefvre,France,1
Lucía,López,Mexico,Lucía,óLpez,Mexico,1
Miguel,Muñoz,Mexico,Sofía,Fernández,Mexico,0
Francesca,Rossi,Italy,Francesca,Rosis,Italy,1
Käthe,Müller,Germany,Käth,Müller,Germany,1
Giulia,Marino,Italy,Matteo,Greco,Italy,0
Lea,Schäfer,Germany,Kaethe,Schmidt,Germany,0
Rafaela,Silva,Brazil,Mariana,Carvalho,Brazil,0
Ana,Gonçalves,Portugal,Miguel,Gonalves,Portugal,0
Sabine,Groß,Germany,Sabine,Gross,Germany,1
Chloé,Bernard,France,lodie,Laurent,France,0
Carlos,Fernández,Mexico,Carlo,Fernández,Mexico,1
Ana,Silva,Portugal,Noha,Wiess,Switzerland,0
Sofia,Almeida,Portugal,Sofia,Almeida,Portugal,1
Jordi,Fernández,Spain,Rita,Silva,Portugal,0
Miguel,Santos,Brazil,Rogério,Fernandes,Brazil,0
Théo,Garcia,France,Théo,Garcia,France,1
Camille,Bernard,France,Caimlle,Bernard,France,1
Hannah,Groß,Germany,Hananh,Groß,Germany,1
Ana,Pereira,Brazil,Ana,Pereira,Brazil,1
Rita,Pereira,Portugal,Miguel,Carvalho,Portugal,0
Rafaela,Santos,Brazil,Rafaela,Santos,Brazil,1
Jonas,Hoffmann,Germany,Jonas,Hoffmann,Germany,1
Lucía,Flores,Mexico,Lcuía,Flores,Mexico,1
Emma,Moreau,France,Louis,Durand,France,0
Sébastien,Laurent,France,Lucía,Fernández,Mexico,0
Chloé,Richard,France,Élodie,Laurent,France,0
Rita,Pereira,Portugal,Pedro,Rodrigues,Portugal,0
Beatriz,Santos,Portugal,Ins,Almeida,Portugal,0
François,Käser,Switzerland,François,Käser,Switzerland,1
Rita,Pereira,Portugal,Joo,Silva,Portugal,0
Lukas,Grüter,Switzerland,Lukas,Grueter,Switzerland,1
Luís,Lopes,Portugal,Lus,Lopes,Portugal,1
María,Sánchez,Spain,aLura,Álvarez,Spain,0
Andrés,Pérez,Mexico,Andrés,Pérez,Mexico,1
Eléna,Marino,Italy,Eléna,Marino,Italy,1
Léa,Laurent,France,éLa,Laurent,France,1
Jürgen,Weiß,Germany,Jrgen,Wei,Germany,1
Noah,Keller,Switzerland,Noah,Keller,Switzerland,1
Luísa,Souza,Brazil,Lusa,oSuza,Brazil,1
Rogério,Lima,Brazil,João,Souza,Brazil,0
Tobias,Hoffmann,Germany,Tobias,Hoffmann,Germany,1
Álvaro,Sánchez,Spain,Álvaro,Sánchez,Spain,1
Hervé,Moreau,France,Hervé,Moreau,France,1
Miguel,Fernández,Mexico,René,Fernádnez,Mexico,0
Miguel,Fernández,Mexico,Miguel,García,Mexico,0
Lena,Fischer,Germany,Lena,Fishcer,Germany,1
Laura,García,Spain,Larua,García,Spain,1
Léa,Laurent,France,Léa,Laurent,France,1
Eléna,Romano,Italy,Giorgia,Marino,Italy,0
François,Fischer,Switzerland,Ana,Fernandes,Brazil,0
Carlos,García,Mexico,José,Flores,Mexico,0
Pablo,Sánchez,Spain,scra,Martnze,Spain,0
Louis,Garcia,France,Louis,Garcia,France,1
José,Ramírez,Mexico,oJsé,Raímrez,Mexico,1
Matteo,Ricci,Italy,Alessandro,oRmano,Italy,0
Lukas,Schneider,Germany,Lkuas,Schneider,Germany,1
Alessandro,Esposito,Italy,Giuseppe,uRsso,Italy,0
Maxime,Schneider,Switzerland,Maxime,Schneider,Switzerland,1
Pablo,García,Spain,Pablo,García,Spain,1
Chiara,Rossi,Italy,Chiar,Rossi,Italy,1
Chloé,Dubois,France,Chloé,Dubois,France,1
Noah,Meier,Switzerland,Noah,Hofmann,Switzerland,0
Rogério,Souza,Brazil,Pedor,Cavralho,Brazil,0
Mélanie,Müller,Switzerland,Mélanie,Mueller,Switzerland,1
Miguel,Rocha,Brazil,Gustavo,Pereira,Brazil,0
René,Lefèvre,France,René,Lefèvre,France,1
Jonas,Schmidt,Germany,Lea,Hoffmann,Germany,0
Giorgia,Greco,Italy,rFancesc,Romano,Italy,0
María,López,Mexico,René,Ramírze,Mexico,0
Luísa,Santos,Brazil,Joo,Fernandes,Brazil,0
Hervé,Richard,France,Hervé,Richrad,France,1
Miguel,Gonçalves,Brazil,Miguel,Gonçalves,Brazil,1
Rita,Rodrigues,Portugal,Rita,Rodrigues,Portugal,1
Pedro,Oliveira,Brazil,Mariana,Gonçalves,Brazil,0
Maxime,Müller,Switzerland,Maxime,Mller,Switzerland,1
Carlos,Martínez,Mexico,Lukas,Schmidt,Germany,0
Giuseppe,Esposito,Italy,Sofía,Muoñz,Mexico,0
María,Torres,Mexico,Andrés,éPrez,Mexico,0
Gustavo,Gonçalves,Brazil,Gustavo,Gonalves,Brazil,1
Sven,Krämer,Germany,Jonas,Weiß,Germany,0
Jonas,Müller,Germany,Gonçalo,Silva,Portugal,0
Sofia,Lopes,Portugal,Sofia,Lopes,Portugal,1
Inês,Santos,Portugal,Inês,Santos,Portugal,1
Luísa,Rocha,Brazil,Rita,Fernandes,Portugal,0
Chiara,Romano,Italy,Chiara,Romano,Italy,1
Mélanie,Weiss,Switzerland,Mélanie,Weiss,Switzerland,1
Sabine,Weiß,Germany,Sabine,Weiß,Germany,1
Noah,Meier,Switzerland,Noah,Kaeser,Switzerland,0
Francesco,Marino,Italy,Mariana,Gonavles,Brazil,0
Ana,Lima,Brazil,Ana,Liam,Brazil,1
Jürgen,Schmidt,Germany,Nian,Kreamer,Germany,0
Tiago,Ferreira,Portugal,Marta,Fernandes,Portugal,0
Álvaro,García,Spain,Larua,Gómze,Spain,0
Gustavo,Silva,Brazil,Camila,Oliveira,Brazil,0
Hans,Weiss,Switzerland,Hans,Kaeser,Switzerland,0
Sergio,Fernández,Spain,Pablo,Álvarez,Spain,0
Inês,Almeida,Portugal,Isn,Almeida,Portugal,1
Marco,Bianchi,Italy,Marco,Binachi,Italy,1
Noémie,Petit,France,Léa,Benrard,France,0
Camila,Rocha,Brazil,Camila,Rocha,Brazil,1
Louis,Bernard,France,Sabine,Weiß,Germany,0
Élodie,Bernard,France,lodie,Bernard,France,1
Louis,René,France,Ócsar,Fernández,Mexico,0
Sven,Schäfer,Germany,Sven,Schäfer,Germany,1
Fernanda,Santos,Brazil,Fernand,Santos,Brazil,1
Jesús,Gómez,Spain,Jesús,López,Spain,0
Ana,Souza,Brazil,Roégrio,Pereira,Brazil,0
Sara,Marino,Italy,Luca,Greco,Italy,0
Louis,Garcia,France,Luois,Garcia,France,1
Pedro,Fernandes,Portugal,Jess,lvarez,Spain,0
Tiago,Silva,Portugal,Tiag,Silva,Portugal,1
Lukas,Keller,Switzerland,Lukas,Keller,Switzerland,1
Iñigo,García,Spain,Francesca,Rossi,Italy,0
Lea,Groß,Germany,Lea,Groß,Germany,1
Rogério,Carvalho,Brazil,Rogrio,Carvalho,Brazil,1
Rita,Ferreira,Portugal,Rita,Ferreira,Portugal,1
Chloé,Richard,France,Chloé,Richard,France,1
Camille,Lefèvre,France,Emma,Bernard,France,0
Emma,Durand,France,Emma,Durand,France,1
Giulia,Ricci,Italy,Sara,Ricci,Italy,0
Luísa,Silva,Brazil,Lusa,Silva,Brazil,1
María,Martínez,Mexico,Óscra,López,Mexico,0
Inês,Silva,Portugal,Inês,Santos,Portugal,0
Sofia,Almeida,Portugal,Marta,Ferreira,Portugal,0
Sergio,Pérez,Spain,Sergio,Pérez,Spain,1
Käthe,Krämer,Germany,Katehe,Kraemer,Germany,1
Léa,Fischer,Switzerland,La,Fischer,Switzerland,1
Rafaela,Rocha,Brazil,Rafaela,Rocha,Brazil,1
Jesús,Muñoz,Mexico,Jesús,uMñoz,Mexico,1
Élodie,Durand,France,Élodie,Durand,France,1
Sergio,Käser,Switzerland,Noah,Hofmann,Switzerland,0
João,Carvalho,Brazil,João,Carvalho,Brazil,1
Tiago,Ferreira,Portugal,Lucía,Muñoz,Mexico,0
Rita,Pereira,Portugal,Rtia,Pereira,Portugal,1
Francesca,Russo,Italy,Francesco,Esposito,Italy,0
Luis,Ramírez,Mexico,Óscar,Torres,Mexico,0
Ana,García,Spain,Jordi,Muoz,Spain,0
Miguel,Rodrigues,Portugal,Mélanie,Weiss,Switzerland,0
Álvaro,Sánchez,Spain,María,López,Spain,0
Sven,Fischer,Germany,Hannah,eWi,Germany,0
Beatriz,Ferreira,Portugal,Beatriz,Ferreira,Portugal,1
Francesca,Rossi,Italy,Chiara,Romano,Italy,0
Iñigo,García,Spain,Iigo,Gacra,Spain,1
Élodie,Moreau,France,Camille,Petit,France,0
Marta,Almeida,Portugal,Marta,Almeida,Portugal,1
Chloé,Dubois,France,Chloé,Dubois,France,1
Jesús,Muñoz,Spain,Iñigo,Martínez,Spain,0
Óscar,Ramírez,Mexico,René,Laurent,France,0
Sven,Krämer,Germany,Sven,Kraemer,Germany,1
Giuseppe,Marino,Italy,Francesca,Colombo,Italy,0
Rafaela,Pereira,Brazil,Giulia,Russo,Italy,0
José,Pérez,Mexico,Carlos,Martínez,Mexico,0
Laura,Álvarez,Spain,Laura,Álvarez,Spain,1
Maxime,Hofmann,Switzerland,Maxmie,Grter,Switzerland,0
João,Rocha,Brazil,oJo,Rocha,Brazil,1
Pedro,Santos,Brazil,Miguel,Pereira,Brazil,0
Chloé,Lefèvre,France,Luíca,Gómez,Spain,0
Noémie,Garcia,France,Noémie,Garcai,France,1
Hannah,Schneider,Germany,Jürg,Keller,Switzerland,0
René,Garcia,France,René,Richard,France,0
José,López,Mexico,José,López,Mexico,1
Álvaro,López,Spain,José,aMrtínez,Spain,0
Théo,Petit,France,Théo,Petit,France,1
Sergio,Hugentobler,Switzerland,Lukas,Kesr,Switzerland,0
Sven,Hoffmann,Germany,Sven,Hoffmann,Germany,1
Ana,Pereira,Portugal,Ana,Pereira,Portugal,1
Günter,Weiß,Germany,Sven,Hoffmann,Germany,0
Alessandro,Bianchi,Italy,Giuseppe,Russo,Italy,0
Chiara,Esposito,Italy,Chiara,Esposito,Italy,1
Lena,Wagner,Germany,Lena,Wagenr,Germany,1
Tobias,Schäfer,Germany,Tobias,Schäfer,Germany,1
Francesco,Marino,Italy,Francesco,Marino,Italy,1
Rogério,Santos,Brazil,Sofi,Fernandes,Portugal,0
Théo,Lefèvre,France,Hugo,Richard,France,0
Jürgen,Krämer,Germany,Lukas,eWiß,Germany,0
Elena,Hugentobler,Switzerland,François,Käser,Switzerland,0
Fernanda,Gonçalves,Brazil,Ana,Lpze,Spain,0
Giulia,Rossi,Italy,Giulia,Rossi,Italy,1
Francesca,Colombo,Italy,Lcua,Ferrari,Italy,0
José,Pérez,Mexico,José,Pérez,Mexico,1
Rita,Fernandes,Portugal,Rita,Fernandes,Portugal,1
Tobias,Hoffmann,Germany,Gnter,Krmer,Germany,0
Marta,Almeida,Portugal,Marta,Almeida,Portugal,1
Tobias,Fischer,Germany,oTbias,Fischer,Germany,1
Hans,Weiss,Switzerland,Hans,Weiss,Switzerland,1
Inês,Ferreira,Portugal,Inês,Santos,Portugal,0
María,Flores,Mexico,Carlos,Pérez,Mexico,0
Théo,René,France,Lucaí,Muñoz,Spain,0
María,López,Mexico,Sofía,Hernández,Mexico,0
Maxime,Fischer,Switzerland,Álvaro,uMñoz,Spain,0
Valeria,Flores,Mexico,Miguel,ePreira,Brazil,0
María,García,Mexico,María,García,Mexico,0
Jesús,Martínez,Spain,Jesús,Martínez,Spain,1
Léa,Grüter,Switzerland,Léa,Grüter,Switzerland,1
Chiara,Greco,Italy,Chiara,Greco,Italy,1
Óscar,Díaz,Spain,scar,Daz,Spain,1
Emma,Durand,France,Ren,Richard,France,0
Miguel,Pereira,Portugal,Miguel,Pereira,Portugal,1
Ana,Rocha,Brazil,Marc,Romano,Italy,0
Giorgia,Marino,Italy,Girogia,Marino,Italy,1
Jordi,Martínez,Spain,Jord,Martnez,Spain,1
José,Flores,Mexico,María,Flores,Mexico,0
Óscar,Fernández,Mexico,Óscar,Fernández,Mexico,1
Giulia,Esposito,Italy,Alessandro,Romano,Italy,0
Camila,Oliveira,Brazil,Camila,Oliveira,Brazil,1
Inês,Silva,Portugal,Ins,Silva,Portugal,1
Lena,Fischer,Germany,Ana,Silva,Portugal,0
Maxime,Keller,Switzerland,Maxime,Keller,Switzerland,1
José,López,Mexico,José,Fernández,Mexico,0
Elena,Fischer,Switzerland,Elena,Fischer,Switzerland,1
Käthe,Schneider,Germany,Kthe,Schneider,Germany,1
Noah,Käser,Switzerland,Mélanie,Hugentobler,Switzerland,0
Andrés,Muñoz,Mexico,José,Fernández,Mexico,0
Gonçalo,Silva,Portugal,Luís,Fernandes,Portugal,0
Sven,Fischer,Germany,Sven,Fischer,Germany,1
Pedro,Fernandes,Portugal,Pedro,Fernandes,Portugal,1
José,García,Mexico,José,García,Mexico,1
Francesca,Rossi,Italy,Sara,Colombo,Italy,0
Ana,Gonçalves,Brazil,nAa,Gonçalves,Brazil,1
Jesús,Díaz,Spain,Jess,Daz,Spain,1
Lukas,Schneider,Germany,Lukas,Schneider,Germany,1
Matteo,Greco,Italy,Macro,Marino,Italy,0
Bruno,Pereira,Brazil,Fernand,Fernandes,Brazil,0
Luis,López,Mexico,Mara,Flores,Mexico,0
Jesús,Álvarez,Spain,Óscar,Martínez,Spain,0
Emma,Lefèvre,France,Sara,Ferrari,Italy,0
Iñigo,Álvarez,Spain,Iñig,Álvarez,Spain,1
José,López,Spain,José,Lpóez,Spain,1
René,Durand,France,Emam,Lefèvre,France,0
Noah,Grüter,Switzerland,Noah,Grüter,Switzerland,1
Giulia,Weiss,Switzerland,Sergio,Schneider,Switzerland,0
Francesco,Rossi,Italy,Francesco,Rossi,Italy,1
Chloé,René,France,Juerg,Weiss,Switzerland,0
François,Meier,Switzerland,Noah,Grueter,Switzerland,0
Andrés,García,Mexico,Andrs,Garca,Mexico,1
Sergio,López,Spain,Sergio,López,Spain,1
María,Martínez,Spain,María,Martínez,Spain,1
Maxime,Fischer,Switzerland,Lukas,Grueter,Switzerland,0
Elena,Grüter,Switzerland,Noah,Käser,Switzerland,0
Giorgia,Greco,Italy,Giorgia,rGeco,Italy,1
Nina,Hoffmann,Germany,Lena,Schäfer,Germany,0
René,Bernard,France,Chlo,Moreau,France,0
Élodie,Laurent,France,Tho,eRn,France,0
Bruno,Fernandes,Brazil,Fernanda,Gonçalves,Brazil,0
Ana,García,Spain,Ana,Álvarez,Spain,0
Elena,Keller,Switzerland,Naoh,Schneider,Switzerland,0
Tiago,Carvalho,Portugal,Tiago,Carvalho,Portugal,1
Jesús,Ramírez,Mexico,Jess,Ramrez,Mexico,1
Lucía,Torres,Mexico,Luca,Martnez,Mexico,0
Hugo,Laurent,France,Sébastien,Laurent,France,0
Laura,Sánchez,Spain,Laura,Sánchez,Spain,1
Hugo,Bernard,France,uHgo,Bernard,France,1
Rafaela,Santos,Brazil,Pedro,Oliveira,Brazil,0
Käthe,Krämer,Germany,Kaethe,Kraeemr,Germany,1
Hervé,Laurent,France,Herév,Laurent,France,1
Luca,Ferrari,Italy,Luca,Ferrari,Italy,1
Óscar,Pérez,Spain,Óscar,Pérez,Spain,1
Hervé,Dubois,France,Luísa,Souza,Brazil,0
João,Silva,Portugal,Lus,Silva,Portugal,0
Laura,García,Spain,Iñigo,Daíz,Spain,0
Miguel,Almeida,Portugal,Beatrzi,Ferreira,Portugal,0
Chloé,Moreau,France,Chlo,Moreau,France,1
Beatriz,Ferreira,Portugal,Miguel,Lopes,Portugal,0
Miguel,Souza,Brazil,Luísa,Souza,Brazil,0
Rafaela,Souza,Brazil,Bruno,Oliveira,Brazil,0
Lucía,García,Spain,José,Gómez,Spain,0
José,Muñoz,Mexico,José,Mñuoz,Mexico,1
Noah,Müller,Switzerland,Giulia,Hugentobler,Switzerland,0
Francesco,Marino,Italy,Óscar,Flores,Mexico,0
Théo,Garcia,France,Fernanda,Pereira,Brazil,0
François,Käser,Switzerland,Maxime,Fischer,Switzerland,0
Fernanda,Santos,Brazil,Fernanda,Santos,Brazil,1
Luis,Torres,Mexico,Lius,Torres,Mexico,1
Luísa,Fernandes,Brazil,Jonas,Wagner,Germany,0
Sabine,Schäfer,Germany,Hannah,eWiß,Germany,0
Pedro,Silva,Portugal,Beatriz,Gonçalvse,Portugal,0
Camila,Carvalho,Brazil,Gonalo,Gonalves,Portugal,0
Mélanie,Meier,Switzerland,Noah,Hofmann,Switzerland,0
Jordi,López,Spain,Jordi,López,Spain,1
Lucía,Muñoz,Spain,Luca,Muoz,Spain,1
Chloé,René,France,Ana,Díaz,Spain,0
Käthe,Groß,Germany,Lukas,Schfer,Germany,0
Luca,Marino,Italy,Chiara,Esposito,Italy,0
Chiara,Rossi,Italy,Chiara,Rossi,Italy,1
Fernanda,Oliveira,Brazil,Fernanda,Oliveira,Brazil,1
Luis,Hernández,Mexico,Luis,Hernándze,Mexico,1
Lena,Schäfer,Germany,Lena,Schfer,Germany,1
Jürg,Hugentobler,Switzerland,Jürg,Hugentobler,Switzerland,1
Jesús,Martínez,Spain,Jordi,García,Spain,0
Jesús,López,Spain,Jrg,Hugentobler,Switzerland,0
Valeria,Flores,Mexico,Valeria,Flores,Mexico,1
Ana,Álvarez,Spain,Nina,Shcneider,Germany,0
Jürgen,Wagner,Germany,Gnter,Schfer,Germany,0
Francesco,Ricci,Italy,Francesco,Ricci,Italy,1
Noah,Schneider,Switzerland,Laua,Muoñz,Spain,0
Ana,Souza,Brazil,Ana,Souza,Brazil,1
María,López,Mexico,Iigo,Muoz,Spain,0
Luis,Torres,Mexico,oJsé,Ramírez,Mexico,0
Sofía,Martínez,Mexico,Soaf,Garca,Mexico,0
Mélanie,Weiss,Switzerland,Noah,Grüter,Switzerland,0
Luca,Bianchi,Italy,uLca,Bianchi,Italy,1
Lucía,García,Spain,Lucía,Gracía,Spain,1
René,Fernández,Mexico,René,Fernández,Mexico,1
Marta,Gonçalves,Portugal,Marta,Gonçalves,Portugal,1
Inês,Silva,Portugal,Inês,Silva,Portugal,1
Rogério,Souza,Brazil,Chiara,Ferrari,Italy,0
Inês,Gonçalves,Portugal,Pedro,Pereira,Portugal,0
Matteo,Marino,Italy,Mateto,aMrino,Italy,1
Hugo,René,France,Hugo,René,France,1
Óscar,Álvarez,Spain,Óscar,Álvarez,Spain,1
Luca,Marino,Italy,Luca,Marino,Italy,1
Óscar,García,Spain,Sergio,García,Spain,0
Marta,Almeida,Portugal,Marta,Almeida,Portugal,1
Marco,Russo,Italy,François,Meier,Switzerland,0
Lucía,Torres,Mexico,Luca,Torres,Mexico,1
Rogério,Rocha,Brazil,Rogério,Rocha,Brazil,1
Maxime,Meier,Switzerland,Maxime,Meier,Switzerland,1
Pedro,Pereira,Brazil,Óscar,Muñoz,Mexico,0
Lukas,Wagner,Germany,Lukas,Wagnre,Germany,1
Marta,Fernandes,Portugal,aMrta,Silva,Portugal,0
Jürgen,Groß,Germany,Marta,Silav,Portugal,0
Jesús,Flores,Mexico,eJsús,Flores,Mexico,1
Giulia,Schneider,Switzerland,Giulia,Schneider,Switzerland,1
Luís,Lopes,Portugal,Luís,Lopes,Portugal,1
Jordi,García,Spain,lvaro,Daz,Spain,0
Tobias,Hoffmann,Germany,Tobias,Müller,Germany,0
Mélanie,Meier,Switzerland,Carlo,Heránndez,Mexico,0
Álvaro,Álvarez,Spain,José,Pérze,Spain,0
Jesús,Torres,Mexico,Carlos,Fenrández,Mexico,0
Louis,Laurent,France,Louis,Laurent,France,1
Léa,Laurent,France,Nomie,Garcia,France,0
Lucía,Muñoz,Mexico,Luíca,Muoñz,Mexico,1
Emma,Moreau,France,Emma,Moraeu,France,1
Hervé,Dubois,France,Chloé,Moreau,France,0
Carlos,Muñoz,Mexico,Miguel,Muñoz,Mexico,0
René,Flores,Mexico,Ren,Flroes,Mexico,1
Beatriz,Almeida,Portugal,Jso,Martnez,Spain,0
François,Grüter,Switzerland,Sofia,Silva,Portugal,0
Bruno,Gonçalves,Brazil,Léa,Laurent,France,0
Iñigo,Álvarez,Spain,Iñigo,Álvarez,Spain,1
Lukas,Käser,Switzerland,Lukas,Käser,Switzerland,1
Louis,Richard,France,Ins,Carvalho,Portugal,0
Hugo,Laurent,France,Hugo,Laurent,France,1
Francesco,Russo,Italy,Matteo,Esposito,Italy,0
Rita,Pereira,Portugal,Beatriz,Rodrigues,Portugal,0
Hannah,Fischer,Germany,Lea,Schneider,Germany,0
Jürgen,Müller,Germany,Guenter,Wagenr,Germany,0
María,Muñoz,Spain,María,Martínez,Spain,0
Lea,Hoffmann,Germany,Lea,Hoffmann,Germany,1
Lena,Müller,Germany,Nomie,Petti,France,0
Sergio,Käser,Switzerland,Sergio,Kaeser,Switzerland,1
Miguel,Silva,Brazil,Miguel,Silva,Brazil,1
Günter,Hoffmann,Germany,Guente,Hoffmann,Germany,1
Marco,Ricci,Italy,Marco,Ricci,Italy,1
Camila,Fernandes,Brazil,Camila,Fernnades,Brazil,1
Matteo,Weiss,Switzerland,Matteo,Weiss,Switzerland,1
Emma,Lefèvre,France,Emma,Lefèvre,France,1
Pedro,Rodrigues,Portugal,Mart,Ferreira,Portugal,0
Mélanie,Meier,Switzerland,Mélanie,Meier,Switzerland,1
Jürgen,Schneider,Germany,Sven,Fischer,Germany,0
Matteo,Grüter,Switzerland,Matteo,Gureter,Switzerland,1
Sébastien,Lefèvre,France,Nomie,Ren,France,0
Emma,Bernard,France,Sven,Wagner,Germany,0
Marco,Esposito,Italy,Macro,Esposito,Italy,1
Jesús,López,Spain,Jesús,López,Spain,1
Chiara,Colombo,Italy,Chiara,Colombo,Italy,1
Luis,Flores,Mexico,Luis,Flores,Mexico,1
Jordi,Sánchez,Spain,Jordi,Sánchez,Spain,1
Élodie,Richard,France,Emma,Laurent,France,0
Rafaela,Oliveira,Brazil,Lusa,Rocha,Brazil,0
Luís,Silva,Portugal,Gonçalo,Silva,Portugal,0
Giuseppe,Ferrari,Italy,Inês,Gonçalves,Portugal,0
Luís,Silva,Portugal,Herv,Dubois,France,0
Giulia,Russo,Italy,Alessandro,Ferrari,Italy,0
René,Hernández,Mexico,Lukas,Hoffmann,Germany,0
Lucía,Fernández,Spain,Pablo,López,Spain,0
Ana,Sánchez,Spain,nAa,Álvarez,Spain,0
Pedro,Pereira,Portugal,Ins,Carvalho,Portugal,0
Hugo,Richard,France,Hugo,iRchard,France,1
Luis,Martínez,Mexico,Óscar,Préez,Mexico,0
Valeria,Torres,Mexico,Giuseppe,Greco,Italy,0
Sabine,Weiß,Germany,Kaethe,Wagner,Germany,0
Emma,Lefèvre,France,Huog,René,France,0
Käthe,Hoffmann,Germany,Kaethe,Hoffmann,Germany,1
Jesús,Díaz,Spain,Jess,Dza,Spain,1
Lena,Hoffmann,Germany,eLna,Hoffamnn,Germany,1
Giuseppe,Romano,Italy,Matteo,Romano,Italy,0
Sofia,Gonçalves,Portugal,Jürg,Käser,Switzerland,0
Jürgen,Krämer,Germany,Sara,Rossi,Italy,0
Marco,Bianchi,Italy,Marco,Bianchi,Italy,1
Álvaro,López,Spain,João,Ferreira,Portugal,0
Giulia,Hugentobler,Switzerland,Elena,Meier,Switzerland,0
Nina,Groß,Germany,Nina,Gro,Germany,1
Léa,Dubois,France,La,Dubois,France,1
Giulia,Romano,Italy,Rogério,Santos,Brazil,0
Francesco,Romano,Italy,Francesco,Romano,Italy,1
Giulia,Grüter,Switzerland,Noah,Grueter,Switzerland,0
Óscar,Sánchez,Spain,Sergio,Díaz,Spain,0
Iñigo,Pérez,Spain,Tobias,Fischer,Germany,0
Lukas,Schmidt,Germany,Lukas,Schmidt,Germany,1
Beatriz,Silva,Portugal,iRta,Rodrigues,Portugal,0
Bruno,Lima,Brazil,Pedro,Pereira,Portugal,0
Óscar,Flores,Mexico,José,López,Mexico,0
Sofia,Carvalho,Portugal,oTbias,Wagner,Germany,0
Francesco,Ferrari,Italy,Francesca,Rossi,Italy,0
